"region","contents","quarter","09332: Transfers of holiday properties with building, free market sale, by region, contents and quarter"
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2014K1",61
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2014K2",103
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2014K3",167
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2014K4",130
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2015K1",85
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2015K2",141
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2015K3",200
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2015K4",157
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2016K1",121
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2016K2",201
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2016K3",328
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2016K4",177
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2017K1",99
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2017K2",251
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2017K3",305
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2017K4",166
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2018K1",137
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2018K2",161
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2018K3",336
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2018K4",156
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2019K1",118
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2019K2",231
"02-03 Akershus and Oslo","Total purchase price, transfer of title (NOK million)","2019K3",273
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2000K1",655
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2000K2",587
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2000K3",593
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2000K4",676
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2001K1",823
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2001K2",631
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2001K3",688
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2001K4",738
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2002K1",761
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2002K2",637
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2002K3",696
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2002K4",794
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2003K1",602
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2003K2",693
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2003K3",642
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2003K4",717
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2004K1",574
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2004K2",710
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2004K3",803
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2004K4",882
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2005K1",679
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2005K2",810
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2005K3",834
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2005K4",1067
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2006K1",792
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2006K2",864
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2006K3",1031
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2006K4",1098
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2007K1",956
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2007K2",892
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2007K3",1397
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2007K4",1336
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2008K1",1579
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2008K2",1187
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2008K3",1941
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2008K4",1437
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2009K1",1908
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2009K2",1159
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2009K3",1065
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2009K4",1308
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2010K1",1050
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2010K2",1557
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2010K3",1796
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2010K4",1420
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2011K1",1742
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2011K2",1525
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2011K3",1637
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2011K4",1962
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2012K1",1433
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2012K2",1514
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2012K3",1441
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2012K4",1757
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2013K1",1342
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2013K2",1581
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2013K3",1686
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2013K4",1341
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2014K1",1219
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2014K2",1424
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2014K3",1703
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2014K4",1642
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2015K1",1809
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2015K2",1581
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2015K3",1722
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2015K4",1526
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2016K1",2089
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2016K2",2116
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2016K3",2395
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2016K4",1898
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2017K1",1626
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2017K2",2130
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2017K3",2827
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2017K4",1934
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2018K1",2631
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2018K2",2778
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2018K3",2316
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2018K4",2080
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2019K1",2151
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2019K2",2846
"02-03 Akershus and Oslo","Purchase price per transfer of title (NOK 1 000)","2019K3",2082
"02-03 Akershus and Oslo","Transfers of leases","2000K1",14
"02-03 Akershus and Oslo","Transfers of leases","2000K2",27
"02-03 Akershus and Oslo","Transfers of leases","2000K3",56
"02-03 Akershus and Oslo","Transfers of leases","2000K4",34
"02-03 Akershus and Oslo","Transfers of leases","2001K1",17
"02-03 Akershus and Oslo","Transfers of leases","2001K2",17
"02-03 Akershus and Oslo","Transfers of leases","2001K3",37
"02-03 Akershus and Oslo","Transfers of leases","2001K4",15
"02-03 Akershus and Oslo","Transfers of leases","2002K1",12
"02-03 Akershus and Oslo","Transfers of leases","2002K2",31
"02-03 Akershus and Oslo","Transfers of leases","2002K3",26
"02-03 Akershus and Oslo","Transfers of leases","2002K4",25
"02-03 Akershus and Oslo","Transfers of leases","2003K1",9
"02-03 Akershus and Oslo","Transfers of leases","2003K2",20
"02-03 Akershus and Oslo","Transfers of leases","2003K3",31
"02-03 Akershus and Oslo","Transfers of leases","2003K4",21
"02-03 Akershus and Oslo","Transfers of leases","2004K1",6
"02-03 Akershus and Oslo","Transfers of leases","2004K2",18
"02-03 Akershus and Oslo","Transfers of leases","2004K3",25
"02-03 Akershus and Oslo","Transfers of leases","2004K4",24
"02-03 Akershus and Oslo","Transfers of leases","2005K1",9
"02-03 Akershus and Oslo","Transfers of leases","2005K2",24
"02-03 Akershus and Oslo","Transfers of leases","2005K3",27
"02-03 Akershus and Oslo","Transfers of leases","2005K4",22
"02-03 Akershus and Oslo","Transfers of leases","2006K1",13
"02-03 Akershus and Oslo","Transfers of leases","2006K2",15
"02-03 Akershus and Oslo","Transfers of leases","2006K3",39
"02-03 Akershus and Oslo","Transfers of leases","2006K4",21
"02-03 Akershus and Oslo","Transfers of leases","2007K1",17
"02-03 Akershus and Oslo","Transfers of leases","2007K2",13
"02-03 Akershus and Oslo","Transfers of leases","2007K3",21
"02-03 Akershus and Oslo","Transfers of leases","2007K4",29
"02-03 Akershus and Oslo","Transfers of leases","2008K1",13
"02-03 Akershus and Oslo","Transfers of leases","2008K2",8
"02-03 Akershus and Oslo","Transfers of leases","2008K3",24
"02-03 Akershus and Oslo","Transfers of leases","2008K4",11
"02-03 Akershus and Oslo","Transfers of leases","2009K1",4
"02-03 Akershus and Oslo","Transfers of leases","2009K2",9
"02-03 Akershus and Oslo","Transfers of leases","2009K3",15
"02-03 Akershus and Oslo","Transfers of leases","2009K4",10
"02-03 Akershus and Oslo","Transfers of leases","2010K1",7
"02-03 Akershus and Oslo","Transfers of leases","2010K2",4
"02-03 Akershus and Oslo","Transfers of leases","2010K3",17
"02-03 Akershus and Oslo","Transfers of leases","2010K4",16
"02-03 Akershus and Oslo","Transfers of leases","2011K1",9
"02-03 Akershus and Oslo","Transfers of leases","2011K2",4
"02-03 Akershus and Oslo","Transfers of leases","2011K3",27
"02-03 Akershus and Oslo","Transfers of leases","2011K4",15
"02-03 Akershus and Oslo","Transfers of leases","2012K1",7
"02-03 Akershus and Oslo","Transfers of leases","2012K2",15
"02-03 Akershus and Oslo","Transfers of leases","2012K3",19
"02-03 Akershus and Oslo","Transfers of leases","2012K4",11
"02-03 Akershus and Oslo","Transfers of leases","2013K1",9
"02-03 Akershus and Oslo","Transfers of leases","2013K2",11
"02-03 Akershus and Oslo","Transfers of leases","2013K3",14
"02-03 Akershus and Oslo","Transfers of leases","2013K4",6
"02-03 Akershus and Oslo","Transfers of leases","2014K1",6
"02-03 Akershus and Oslo","Transfers of leases","2014K2",18
"02-03 Akershus and Oslo","Transfers of leases","2014K3",23
"02-03 Akershus and Oslo","Transfers of leases","2014K4",13
"02-03 Akershus and Oslo","Transfers of leases","2015K1",7
"02-03 Akershus and Oslo","Transfers of leases","2015K2",18
"02-03 Akershus and Oslo","Transfers of leases","2015K3",21
"02-03 Akershus and Oslo","Transfers of leases","2015K4",9
"02-03 Akershus and Oslo","Transfers of leases","2016K1",4
"02-03 Akershus and Oslo","Transfers of leases","2016K2",10
"02-03 Akershus and Oslo","Transfers of leases","2016K3",16
"02-03 Akershus and Oslo","Transfers of leases","2016K4",10
"02-03 Akershus and Oslo","Transfers of leases","2017K1",5
"02-03 Akershus and Oslo","Transfers of leases","2017K2",13
"02-03 Akershus and Oslo","Transfers of leases","2017K3",17
"02-03 Akershus and Oslo","Transfers of leases","2017K4",12
"02-03 Akershus and Oslo","Transfers of leases","2018K1",1
"02-03 Akershus and Oslo","Transfers of leases","2018K2",7
"02-03 Akershus and Oslo","Transfers of leases","2018K3",15
"02-03 Akershus and Oslo","Transfers of leases","2018K4",12
"02-03 Akershus and Oslo","Transfers of leases","2019K1",2
"02-03 Akershus and Oslo","Transfers of leases","2019K2",7
"02-03 Akershus and Oslo","Transfers of leases","2019K3",16
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2000K1",5
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2000K2",9
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2000K3",30
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2000K4",17
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2001K1",6
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2001K2",11
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2001K3",18
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2001K4",9
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2002K1",5
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2002K2",17
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2002K3",20
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2002K4",14
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2003K1",6
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2003K2",11
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2003K3",22
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2003K4",15
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2004K1",3
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2004K2",14
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2004K3",16
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2004K4",13
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2005K1",6
"02-03 Akershus and Oslo","Total purchase price on transfer of lease (NOK million)","2005K2",14
